2000.0,2000.0
2000.0,2000.0
1989.9999999999998,0
1989.9999999999998,2000.0
1989.9999999999998,2000.0
2000.0,1989.9999999999998
2000.0,1989.9999999999998
1989.9999999999998,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,1989.9999999999998
1989.9999999999998,2000.0
2000.0,1989.9999999999998
2000.0,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,1989.9999999999998
1989.9999999999998,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,2000.0
1989.9999999999998,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,1989.9999999999998
2000.0,1989.9999999999998
2000.0,1989.9999999999998
2000.0,1989.9999999999998
2000.0,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,1989.9999999999998
1989.9999999999998,2000.0
2000.0,1989.9999999999998
2000.0,2000.0
2000.0,2000.0
2000.0,1989.9999999999998
2000.0,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,2000.0
2000.0,2000.0
